"","X","county","latitude","longitude","year","month","pm","ozone","surface_pressure","precipitation","drought","fire_burnt_area","temperature","GDP","population","wind"
"575",575,"Los Angeles",34.067,-117.7514,2017,3,NA,62,981.95725476096,0.363619496147631,0,0,23.1395980342742,65.5619045319091,2488.59876847291,0.250011993997255
"576",576,"Los Angeles",34.067,-117.7514,2017,4,NA,70,978.773574935529,0.0582616874905423,0,0,25.531640625,65.5619045319091,2488.59876847291,0.705772339306267
"577",577,"Los Angeles",34.067,-117.7514,2017,5,NA,64,977.209859402896,0.543241736534153,0,0,24.709122983871,65.5619045319091,2488.59876847291,1.04969470386925
"578",578,"Los Angeles",34.067,-117.7514,2017,6,NA,87,976.12425833168,0.0349490137382495,0,0,29.9739583333333,65.5619045319091,2488.59876847291,1.03849209947608
"579",579,"Los Angeles",34.067,-117.7514,2017,7,NA,83,978.132339069629,0.0368598886359792,0,0,32.5694115423387,65.5619045319091,2488.59876847291,1.0643350167938
"580",580,"Los Angeles",34.067,-117.7514,2017,8,NA,114,977.05236287443,0.222979103674779,0,0,32.4196509576613,65.5619045319091,2488.59876847291,0.863231248049242
"581",581,"Los Angeles",34.067,-117.7514,2017,9,NA,109,976.484250396747,0.371645170718093,0,0,29.5796549479167,65.5619045319091,2488.59876847291,0.693554532536114
"582",582,"Los Angeles",34.067,-117.7514,2017,10,NA,78,977.918593780996,0.130874933604244,0,0,29.4562563004032,65.5619045319091,2488.59876847291,0.332091911211788
"583",583,"Los Angeles",34.067,-117.7514,2017,11,NA,57,981.152897490577,0.0926574356496651,0,0,24.0611328125,65.5619045319091,2488.59876847291,0.291874119686921
"584",584,"Los Angeles",34.067,-117.7514,2017,12,NA,41,983.841588226542,0.00590371529276927,0,0,22.7621723790323,65.5619045319091,2488.59876847291,1.42102646082532
"585",585,"Los Angeles",34.1326,-118.1272,2017,1,NA,49,991.080803659988,6.89269684670793,2.8,0,15.351480594758,65.5619045319091,2488.59876847291,0.508655444226625
"586",586,"Los Angeles",34.1326,-118.1272,2017,2,NA,50,989.680209531839,3.85402358433935,0.5,0,16.4881312779018,65.5619045319091,2488.59876847291,0.396728868106677
"587",587,"Los Angeles",34.1326,-118.1272,2017,3,NA,70,990.310195645705,0.340688997374883,0,0,23.752595766129,65.5619045319091,2488.59876847291,0.135483519978712
"588",588,"Los Angeles",34.1326,-118.1272,2017,4,NA,84,987.154640200357,0.0402994634518903,0,0,26.16220703125,65.5619045319091,2488.59876847291,0.484627960620246
"589",589,"Los Angeles",34.1326,-118.1272,2017,5,NA,78,985.590924667725,0.591777958936468,0,0,25.0772555443548,65.5619045319091,2488.59876847291,0.996055064257248
"590",590,"Los Angeles",34.1326,-118.1272,2017,6,NA,83,984.420950456259,0.0701091118564621,0,0,30.0944661458333,65.5619045319091,2488.59876847291,0.947366902122305
"591",591,"Los Angeles",34.1326,-118.1272,2017,7,NA,97,986.395281938107,0.0712556367951003,0,0,32.7529737903226,65.5619045319091,2488.59876847291,1.02744799668831
"592",592,"Los Angeles",34.1326,-118.1272,2017,8,NA,95,985.292806238842,0.111001834667862,0,0,32.505777469758,65.5619045319091,2488.59876847291,0.86140074545589
"593",593,"Los Angeles",34.1326,-118.1272,2017,9,NA,100,984.713444009125,0.270750976118003,0,0,30.0893229166667,65.5619045319091,2488.59876847291,0.700141024062161
"594",594,"Los Angeles",34.1326,-118.1272,2017,10,NA,80,986.040914749058,0.161448931967907,0,0,30.075806451613,65.5619045319091,2488.59876847291,0.237073333772999
"595",595,"Los Angeles",34.1326,-118.1272,2017,11,NA,59,989.410215483039,0.0949504855269397,0,0,24.5728841145833,65.5619045319091,2488.59876847291,0.242614512378809
"596",596,"Los Angeles",34.1326,-118.1272,2017,12,NA,41,992.031407706804,0.0127828649245931,0,0,23.4113974294355,65.5619045319091,2488.59876847291,1.31392852087652
"597",597,"Los Angeles",34.1365,-117.9239,2017,1,NA,49,992.790765969054,7.25576307727644,2.6,0,15.1814327116935,65.5619045319091,2488.59876847291,0.386746800240609
"598",598,"Los Angeles",34.1365,-117.9239,2017,2,NA,53,991.311423576671,3.91058548131212,0.5,0,16.5010358537947,65.5619045319091,2488.59876847291,0.170421392498102
"599",599,"Los Angeles",34.1365,-117.9239,2017,3,NA,71,991.885160930371,0.352536421740803,0,0,23.6603893649193,65.5619045319091,2488.59876847291,0.178338684965116
"600",600,"Los Angeles",34.1365,-117.9239,2017,4,NA,90,988.645232344773,0.0517647128382651,0,0,25.9503580729167,65.5619045319091,2488.59876847291,0.621024811207846
"601",601,"Los Angeles",34.1365,-117.9239,2017,5,NA,83,987.070267060107,0.571522685020542,0,0,24.9644468245968,65.5619045319091,2488.59876847291,0.998734767513665
"602",602,"Los Angeles",34.1365,-117.9239,2017,6,NA,96,985.832794336441,0.050236012920082,0,0,30.0606770833333,65.5619045319091,2488.59876847291,0.975118912906745
"603",603,"Los Angeles",34.1365,-117.9239,2017,7,NA,114,987.784626314223,0.0494716629609905,0,0,32.682535282258,65.5619045319091,2488.59876847291,1.01703214559922
"604",604,"Los Angeles",34.1365,-117.9239,2017,8,NA,108,986.693400366991,0.1847616057202,0,0,32.562166078629,65.5619045319091,2488.59876847291,0.822178519903733
"605",605,"Los Angeles",34.1365,-117.9239,2017,9,NA,109,986.164662021424,0.341071172354429,0,0,30.0415690104167,65.5619045319091,2488.59876847291,0.674754796826594
"606",606,"Los Angeles",34.1365,-117.9239,2017,10,NA,81,987.610255157707,0.1438688829088,0,0,29.9404422883065,65.5619045319091,2488.59876847291,0.28285630481304
"607",607,"Los Angeles",34.1365,-117.9239,2017,11,NA,61,991.013305147788,0.0915109107110269,0,0,24.5095377604166,65.5619045319091,2488.59876847291,0.258297607936233
"608",608,"Los Angeles",34.1365,-117.9239,2017,12,NA,47,993.763869519937,0.00896111512913543,0,0,23.303597530242,65.5619045319091,2488.59876847291,1.37728888217283
"609",609,"Los Angeles",34.1444,-117.8504,2017,1,NA,47,992.790765969054,7.25576307727644,2.6,0,15.1814327116935,65.5619045319091,2488.59876847291,0.386746800240609
"610",610,"Los Angeles",34.1444,-117.8504,2017,2,NA,47,991.311423576671,3.91058548131212,0.5,0,16.5010358537947,65.5619045319091,2488.59876847291,0.170421392498102
"611",611,"Los Angeles",34.1444,-117.8504,2017,3,NA,70,991.885160930371,0.352536421740803,0,0,23.6603893649193,65.5619045319091,2488.59876847291,0.178338684965116
"612",612,"Los Angeles",34.1444,-117.8504,2017,4,NA,89,988.645232344773,0.0517647128382651,0,0,25.9503580729167,65.5619045319091,2488.59876847291,0.621024811207846
"613",613,"Los Angeles",34.1444,-117.8504,2017,5,NA,82,987.070267060107,0.571522685020542,0,0,24.9644468245968,65.5619045319091,2488.59876847291,0.998734767513665
"614",614,"Los Angeles",34.1444,-117.8504,2017,6,NA,103,985.832794336441,0.050236012920082,0,0,30.0606770833333,65.5619045319091,2488.59876847291,0.975118912906745
"615",615,"Los Angeles",34.1444,-117.8504,2017,7,NA,121,987.784626314223,0.0494716629609905,0,0,32.682535282258,65.5619045319091,2488.59876847291,1.01703214559922
"616",616,"Los Angeles",34.1444,-117.8504,2017,8,NA,113,986.693400366991,0.1847616057202,0,0,32.562166078629,65.5619045319091,2488.59876847291,0.822178519903733
"617",617,"Los Angeles",34.1444,-117.8504,2017,9,NA,111,986.164662021424,0.341071172354429,0,0,30.0415690104167,65.5619045319091,2488.59876847291,0.674754796826594
"618",618,"Los Angeles",34.1444,-117.8504,2017,10,NA,79,987.610255157707,0.1438688829088,0,0,29.9404422883065,65.5619045319091,2488.59876847291,0.28285630481304
"619",619,"Los Angeles",34.1444,-117.8504,2017,11,NA,58,991.013305147788,0.0915109107110269,0,0,24.5095377604166,65.5619045319091,2488.59876847291,0.258297607936233
"620",620,"Los Angeles",34.1444,-117.8504,2017,12,NA,42,993.763869519937,0.00896111512913543,1,0,23.303597530242,65.5619045319091,2488.59876847291,1.37728888217283
"621",621,"Los Angeles",34.1992,-118.5328,2017,1,NA,50,979.313563033129,5.92120804870253,2.8,0,14.7610383064516,65.5619045319091,2488.59876847291,0.513744759243482
"622",622,"Los Angeles",34.1992,-118.5328,2017,2,NA,52,977.969217665146,4.07186332268045,0.5,0,15.9704310825893,65.5619045319091,2488.59876847291,0.360406378428539
"623",623,"Los Angeles",34.1992,-118.5328,2017,3,NA,71,978.829823695695,0.438525792138605,0,0,22.9446950604838,65.5619045319091,2488.59876847291,0.446367519961845
"624",624,"Los Angeles",34.1992,-118.5328,2017,4,NA,78,975.814890150764,0.0510003628791736,0,0,25.0416015625,65.5619045319091,2488.59876847291,0.524970048966081
"625",625,"Los Angeles",34.1992,-118.5328,2017,5,NA,83,974.088053213648,0.339924647415791,0,0,24.8494329637097,65.5619045319091,2488.59876847291,1.10566263921547
"626",626,"Los Angeles",34.1992,-118.5328,2017,6,NA,94,973.092450158699,0.0364777136564326,0,0.158369,29.4543619791666,65.5619045319091,2488.59876847291,1.15633181887772
"627",627,"Los Angeles",34.1992,-118.5328,2017,7,NA,114,975.201778664947,0.0380064135746157,0,0,32.0044543850807,65.5619045319091,2488.59876847291,1.3371448059365
"628",628,"Los Angeles",34.1992,-118.5328,2017,8,NA,98,974.093678089665,0.0918930856905736,0,0,31.9054435483871,65.5619045319091,2488.59876847291,1.13652609209023
"629",629,"Los Angeles",34.1992,-118.5328,2017,9,NA,88,973.474941727832,0.166035031722456,0,0,29.5550130208333,65.5619045319091,2488.59876847291,0.688506380113048
"630",630,"Los Angeles",34.1992,-118.5328,2017,10,NA,72,974.796787591748,0.104504860015583,0,0,29.7384828629032,65.5619045319091,2488.59876847291,0.558698185072755
"631",631,"Los Angeles",34.1992,-118.5328,2017,11,NA,61,977.952343037096,0.12208490907469,0,0,24.1516276041666,65.5619045319091,2488.59876847291,0.387496399257021
"632",632,"Los Angeles",34.1992,-118.5328,2017,12,NA,46,980.562285508828,0.00361066541549465,1,0,22.8130481350807,65.5619045319091,2488.59876847291,1.79334109591706
"633",633,"Los Angeles",34.3834,-118.5284,2017,1,NA,45,954.884726492759,5.20424778707463,2.8,0,13.0319871471774,65.5619045319091,2488.59876847291,0.314611337149724
"634",634,"Los Angeles",34.3834,-118.5284,2017,2,NA,50,953.579755256894,4.22244026462149,1,0,14.9285260881697,65.5619045319091,2488.59876847291,0.199284709547319
"635",635,"Los Angeles",34.3834,-118.5284,2017,3,NA,58,954.884726492759,0.500438138825023,1,0,21.9092552923387,65.5619045319091,2488.59876847291,0.611169043914606
"636",636,"Los Angeles",34.3834,-118.5284,2017,4,NA,74,951.852918319778,0.0582616874905423,1,0,24.5691731770833,65.5619045319091,2488.59876847291,0.355786686003256
"637",637,"Los Angeles",34.3834,-118.5284,2017,5,NA,88,949.951710226146,0.394193494511294,1,0,25.4359375,65.5619045319091,2488.59876847291,1.26763023775535
"638",638,"Los Angeles",34.3834,-118.5284,2017,6,NA,104,949.332973864313,0.13393233344061,1,0,30.682421875,65.5619045319091,2488.59876847291,1.42976822792917
"639",639,"Los Angeles",34.3834,-118.5284,2017,7,NA,128,951.582924270978,0.0697269368769172,1,0,32.8454637096774,65.5619045319091,2488.59876847291,1.64038161867989
"640",640,"Los Angeles",34.3834,-118.5284,2017,8,NA,91,950.564821711962,0.20387035469749,1,0,32.2949029737903,65.5619045319091,2488.59876847291,1.27511484679649
"641",641,"Los Angeles",34.3834,-118.5284,2017,9,NA,87,949.934835598096,0.455341491238621,1,0,28.8676432291667,65.5619045319091,2488.59876847291,0.566600159646126
"642",642,"Los Angeles",34.3834,-118.5284,2017,10,NA,76,951.498551130728,0.169856781517914,1,0,28.5185987903226,65.5619045319091,2488.59876847291,1.00887519091119
"643",643,"Los Angeles",34.3834,-118.5284,2017,11,NA,61,954.181616990677,0.189729880454296,1,0,22.707421875,65.5619045319091,2488.59876847291,0.352441578833095
"644",644,"Los Angeles",34.3834,-118.5284,2017,12,NA,44,956.892807230708,0.01125416500641,1,9.150416,20.8512600806452,65.5619045319091,2488.59876847291,2.11245092437863
"645",645,"Los Angeles",34.0511,-118.4564,2017,9,NA,NA,989.123346806189,0.0907465607519354,0,29.093096,29.1697265625,65.5619045319091,2488.59876847291,0.875284497416289
"646",646,"Los Angeles",34.0511,-118.4564,2017,10,NA,NA,990.377694157905,0.0804278363041987,0,0,29.5551411290323,65.5619045319091,2488.59876847291,0.315862385150615
"647",647,"Los Angeles",34.0511,-118.4564,2017,11,NA,NA,993.80886852807,0.0983900603428508,0,0,24.2763346354167,65.5619045319091,2488.59876847291,0.437760819460732
"648",648,"Los Angeles",34.0511,-118.4564,2017,12,NA,NA,996.463810007935,0.00246414047685821,0,0,23.174691280242,65.5619045319091,2488.59876847291,1.63764857874563
"649",649,"Madera",36.9533,-120.0342,2017,1,11.7290303064516,41,1004.6198802321,8.58802505597307,2.4,0,12.6832913306452,38.6826274103575,72.6955098222638,1.05543887924065
"650",650,"Madera",36.9533,-120.0342,2017,2,9.22004397619048,44,1002.898668171,7.19270420565138,-0.25,0,15.4713902064732,38.6826274103575,72.6955098222638,0.789709566388977
"651",651,"Madera",36.9533,-120.0342,2017,3,10.2217858709677,58,1005.67735692323,1.88887983951488,-1,0,19.1172316028226,38.6826274103575,72.6955098222638,1.15542475316013
"652",652,"Madera",36.9533,-120.0342,2017,4,7.02693781060606,64,1002.63429899821,1.96302178554677,-1,0,21.6055338541667,38.6826274103575,72.6955098222638,1.54621414884218
"653",653,"Madera",36.9533,-120.0342,2017,5,6.57628400537634,78,998.168147440984,0.109090959770134,-1,0,28.6437878024193,38.6826274103575,72.6955098222638,1.95450160056249
"654",654,"Madera",36.9533,-120.0342,2017,6,5.03330595402299,82,996.930674717318,0.0326559638609749,-1,0,34.6948567708334,38.6826274103575,72.6955098222638,2.81429681698151
"655",655,"Madera",36.9533,-120.0342,2017,7,9.39969997849462,79,997.712532483634,0.00093544055867513,-1,0,38.7939894153226,38.6826274103575,72.6955098222638,2.45678694019109
"656",656,"Madera",36.9533,-120.0342,2017,8,14.1476605107527,92,996.863176205118,0.00322849043594975,-1,0,37.4634387600807,38.6826274103575,72.6955098222638,2.34661788544442
"657",657,"Madera",36.9533,-120.0342,2017,9,11.29121775,91,997.442538434834,0.128581883726969,-1,0,32.3353841145833,38.6826274103575,72.6955098222638,1.67288688295437
"658",658,"Madera",36.9533,-120.0342,2017,10,14.9684490537634,71,1000.8399635489,0.0853961110382946,-1,0,27.2338835685484,38.6826274103575,72.6955098222638,1.44076643443704
"659",659,"Madera",36.9533,-120.0342,2017,11,15.1966739310345,45,1004.04051800238,1.16771565311198,-1,0,20.71826171875,38.6826274103575,72.6955098222638,0.733270930998897
"660",660,"Madera",36.9533,-120.0342,2017,12,33.6662722956989,44,1007.92168245388,0.0911287357314803,0,0,16.932755796371,38.6826274103575,72.6955098222638,0.861932584516512
"661",661,"Madera",36.8671,-120.0102,2017,1,NA,40,1005.30049023011,7.58978400939946,2.4,0,12.774300655242,38.6826274103575,72.6955098222638,0.964643398999067
"662",662,"Madera",36.8671,-120.0102,2017,2,NA,44,1003.56802841698,6.32325612718471,-0.25,0,15.5969656808036,38.6826274103575,72.6955098222638,0.67400742551398
"663",663,"Madera",36.8671,-120.0102,2017,3,NA,63,1006.35796692125,1.63129390330102,-1,0,19.300447328629,38.6826274103575,72.6955098222638,1.24657286537746
"664",664,"Madera",36.8671,-120.0102,2017,4,NA,65,1003.3036592442,1.75091467189885,-1,0,21.96533203125,38.6826274103575,72.6955098222638,1.66633181754128
"665",665,"Madera",36.8671,-120.0102,2017,5,NA,76,998.83188281095,0.10030093524058,-1,0,29.073884828629,38.6826274103575,72.6955098222638,2.0669091455199
"666",666,"Madera",36.8671,-120.0102,2017,6,NA,79,997.583160335251,0.0311272639427918,-1,0,35.0938802083333,38.6826274103575,72.6955098222638,2.94790847397453
"667",667,"Madera",36.8671,-120.0102,2017,7,NA,76,998.365018101567,0.00093544055867513,-1,0,39.091683467742,38.6826274103575,72.6955098222638,2.57569940524625
"668",668,"Madera",36.8671,-120.0102,2017,8,NA,90,997.526911575084,0.00322849043594975,-1,0,37.6404800907258,38.6826274103575,72.6955098222638,2.48225818690318
"669",669,"Madera",36.8671,-120.0102,2017,9,NA,90,998.106273804801,0.1029761600974,-1,0,32.52861328125,38.6826274103575,72.6955098222638,1.78162325373124
"670",670,"Madera",36.8671,-120.0102,2017,10,NA,74,1001.49807404285,0.0712556367951003,-1,0,27.4170992943548,38.6826274103575,72.6955098222638,1.55944827395838
"671",671,"Madera",36.8671,-120.0102,2017,11,NA,48,1004.70987824836,0.984271662929996,-1,0,20.9503255208333,38.6826274103575,72.6955098222638,0.810903273347965
"672",672,"Madera",36.8671,-120.0102,2017,12,NA,48,1008.58541782384,0.105651384954221,0,0,17.1404800907258,38.6826274103575,72.6955098222638,0.846811764517264
"673",673,"Marin",37.9723,-122.52,2017,1,8.72901472580645,45,1004.19238965483,9.90767526034469,-1,0,11.764787046371,87.8381090976289,499.517307692308,0.990414969799484
"674",674,"Marin",37.9723,-122.52,2017,2,7.07817441071429,49,1002.78054577465,8.9889266095166,-1,0,13.4941127232143,87.8381090976289,499.517307692308,1.68492517837455
"675",675,"Marin",37.9723,-122.52,2017,3,7.09710759677419,51,1007.42669336441,2.55653952878138,-1,0,16.3549458165323,87.8381090976289,499.517307692308,2.10866139144732
"676",676,"Marin",37.9723,-122.52,2017,4,6.81702298333333,55,1004.70425337235,1.82505661793074,-1,0,16.9188151041667,87.8381090976289,499.517307692308,2.40919824623673
"677",677,"Marin",37.9723,-122.52,2017,5,7.26250585483871,47,1001.1774561099,0.0353311887177962,-1,0,19.905160030242,87.8381090976289,499.517307692308,3.35073100180048
"678",678,"Marin",37.9723,-122.52,2017,6,7.61353865,39,1000.4012232196,0.200048604902032,-1,0,22.5115885416667,87.8381090976289,499.517307692308,3.47705921655679
"679",679,"Marin",37.9723,-122.52,2017,7,8.24541261290323,36,1001.28995363023,0.0139293898632313,-1,0,23.5998109879032,87.8381090976289,499.517307692308,3.0040228429165
"680",680,"Marin",37.9723,-122.52,2017,8,11.1051016935484,57,1000.31685007935,0.0185154896177805,-1,0,23.2644090221774,87.8381090976289,499.517307692308,2.88710466245753
"681",681,"Marin",37.9723,-122.52,2017,9,13.5873004,63,999.906234130133,0.0639943121837298,-1,0,24.7737955729167,87.8381090976289,499.517307692308,2.32478813602417
"682",682,"Marin",37.9723,-122.52,2017,10,17.3851156612903,58,1002.90991792303,0.185525955679292,-1,0,22.858285030242,87.8381090976289,499.517307692308,1.57659070226104
"683",683,"Marin",37.9723,-122.52,2017,11,8.16609078333333,37,1005.3623638663,2.70979169557924,-1,0,16.3262044270834,87.8381090976289,499.517307692308,0.89654596858281
"684",684,"Marin",37.9723,-122.52,2017,12,13.0407208064516,39,1009.35040096211,0.0804278363041987,-1,0,14.9729208669355,87.8381090976289,499.517307692308,1.42668097558487
"685",685,"Mendocino",39.1505,-123.2066,2017,1,9.00024378333333,NA,958.900887968657,12.6627746878903,-1,0,10.1426852318548,37.2386498584087,24.9575377600456,0.271173483998084
"686",686,"Mendocino",39.1505,-123.2066,2017,2,5.85861214285714,NA,957.742163509224,11.6882284900485,-1,0,11.2775599888393,37.2386498584087,24.9575377600456,0.368350282281509
"687",687,"Mendocino",39.1505,-123.2066,2017,3,6.30052446774194,NA,963.158919113271,4.2167076399283,-1,0,15.6511907762097,37.2386498584087,24.9575377600456,0.495331481026208
"688",688,"Mendocino",39.1505,-123.2066,2017,4,5.82799435,NA,960.526477137473,4.51709717385129,-1,0,16.0970377604167,37.2386498584087,24.9575377600456,0.540073332455673
"689",689,"Mendocino",39.1505,-123.2066,2017,5,5.70799016129032,NA,957.708414253124,0.133167983481519,-1,0,23.2677797379032,37.2386498584087,24.9575377600456,1.2282999055134
"690",690,"Mendocino",39.1505,-123.2066,2017,6,5.11630601666667,NA,957.354047064075,0.245145252488435,-1,0,28.04560546875,37.2386498584087,24.9575377600456,1.4118028663588
"691",691,"Mendocino",39.1505,-123.2066,2017,7,6.17679408064516,NA,958.074031194207,0.00208196549731157,-1,0,33.3958669354838,37.2386498584087,24.9575377600456,0.969303576917736
"692",692,"Mendocino",39.1505,-123.2066,2017,8,13.3411702258065,NA,956.977180370958,0.085013936058748,-1,0,33.0237651209677,37.2386498584087,24.9575377600456,0.831556166568541
"693",693,"Mendocino",39.1505,-123.2066,2017,9,10.6271294166667,NA,957.185300783575,0.209220804411131,-1,0,28.6837890625,37.2386498584087,24.9575377600456,0.762760598920223
"694",694,"Mendocino",39.1505,-123.2066,2017,10,17.2823775483871,NA,960.188984576473,0.581841409468278,-1,0,24.8564264112903,37.2386498584087,24.9575377600456,0.747532442987335
"695",695,"Mendocino",39.1505,-123.2066,2017,11,9.28593765,NA,961.021466226939,5.311638956327,-1,0,14.58056640625,37.2386498584087,24.9575377600456,0.1530646465159
"696",696,"Mendocino",39.1505,-123.2066,2017,12,16.9679981451613,NA,965.560741172386,0.263489651506634,-1,0,15.2559034778226,37.2386498584087,24.9575377600456,0.848856746969058
"697",697,"Mendocino",39.4117,-123.3526,2017,1,5.77996512903226,NA,959.041509869074,14.2606482773712,-1,0,9.7917842741935,37.2386498584087,24.9575377600456,0.54257411392075
"698",698,"Mendocino",39.4117,-123.3526,2017,2,4.09186721428571,NA,957.922159541758,13.1145055137134,-1,0,10.9852887834822,37.2386498584087,24.9575377600456,0.64464061922609
"699",699,"Mendocino",39.4117,-123.3526,2017,3,3.74555866129032,NA,963.586409690538,4.98296847391761,-1,0,14.7922253024193,37.2386498584087,24.9575377600456,0.279494038041251
"700",700,"Mendocino",39.4117,-123.3526,2017,4,4.37827786666667,NA,960.953967714739,5.17367378871096,-1,0,15.3556315104167,37.2386498584087,24.9575377600456,0.411622412936398
"701",701,"Mendocino",39.4117,-123.3526,2017,5,4.15005891935484,NA,958.360899871057,0.237883927877065,-1,0,21.5031628024193,37.2386498584087,24.9575377600456,1.32422361579482
"702",702,"Mendocino",39.4117,-123.3526,2017,6,4.55974471666667,NA,958.045906814124,0.377377795411278,-1,0,25.7146158854166,37.2386498584087,24.9575377600456,1.43795252987411
"703",703,"Mendocino",39.4117,-123.3526,2017,7,7.63432905172414,NA,958.715267060107,0.00284631545640311,-1,0,30.6224609375,37.2386498584087,24.9575377600456,1.08826155548303
"704",704,"Mendocino",39.4117,-123.3526,2017,8,15.4986755564516,NA,957.556542600675,0.0250124642700595,-1,0,30.4402847782258,37.2386498584087,24.9575377600456,0.830212432043228
"705",705,"Mendocino",39.4117,-123.3526,2017,9,13.5918242666667,NA,957.714039129141,0.341071172354429,-1,0,27.3457682291667,37.2386498584087,24.9575377600456,0.787595102525017
"706",706,"Mendocino",39.4117,-123.3526,2017,10,13.935131483871,NA,960.678348789923,0.869236994086713,-1,28.55499,23.5870211693548,37.2386498584087,24.9575377600456,0.729138054233326
"707",707,"Mendocino",39.4117,-123.3526,2017,11,8.27194223333333,NA,961.263335895656,6.8047966014124,-1,0,14.1881510416667,37.2386498584087,24.9575377600456,0.418030745642707
"708",708,"Mendocino",39.4117,-123.3526,2017,12,17.2660254677419,NA,965.853234725253,0.410244843652216,-1,0,14.573380796371,37.2386498584087,24.9575377600456,0.808300324591891
"709",709,"Mendocino",39.1457,-123.203,2017,1,NA,43,955.902829051775,12.6222641400584,-1,0,10.0766570060484,37.2386498584087,24.9575377600456,0.219027925363397
"710",710,"Mendocino",39.1457,-123.203,2017,2,NA,49,954.80035335251,11.6637692913576,-1,0,11.1460902622768,37.2386498584087,24.9575377600456,0.38624355305768
"711",711,"Mendocino",39.1457,-123.203,2017,3,NA,48,960.188984576473,4.03326364974632,-1,0,15.4387411794355,37.2386498584087,24.9575377600456,0.628573613511991
"712",712,"Mendocino",39.1457,-123.203,2017,4,NA,54,957.573417228725,4.3210414093443,-1,0,15.8411783854167,37.2386498584087,24.9575377600456,0.65178961254336
"713",713,"Mendocino",39.1457,-123.203,2017,5,NA,53,954.811603104543,0.0987722353223974,-1,0,22.7169984879032,37.2386498584087,24.9575377600456,1.42173151511981
"714",714,"Mendocino",39.1457,-123.203,2017,6,NA,42,954.485360295576,0.223361278654325,-1,0,27.4401692708333,37.2386498584087,24.9575377600456,1.61462883416142
"715",715,"Mendocino",39.1457,-123.203,2017,7,NA,54,955.272842937909,0.00208196549731157,-1,0,32.4231791834677,37.2386498584087,24.9575377600456,1.12037131098117
"716",716,"Mendocino",39.1457,-123.203,2017,8,NA,59,954.204116494743,0.0590260374496339,-1,0,32.0100302419355,37.2386498584087,24.9575377600456,0.946924860226272
