"","X","county","latitude","longitude","year","month","pm","ozone","surface_pressure","precipitation","drought","fire_burnt_area","temperature","GDP","population","wind"
"20",20,"Alameda",37.8648,-122.3027,2017,8,8.67778308064516,32,999.686863965483,0.0139293898632313,-1,0,26.6042527721774,71.7488043580396,2249.58807588076,3.22074863495912
"21",21,"Alameda",37.8648,-122.3027,2017,9,13.2388614666667,35,999.2537485122,0.0861604609973862,-1,0,27.7548502604167,71.7488043580396,2249.58807588076,2.27096971763018
"22",22,"Alameda",37.8648,-122.3027,2017,10,15.4639975645161,34,1002.27993180916,0.155334132295175,-1,0,25.1843308971774,71.7488043580396,2249.58807588076,0.905930130348587
"23",23,"Alameda",37.8648,-122.3027,2017,11,8.24202353333333,36,1004.79987626463,2.28901704309933,-1,0,17.2138346354167,71.7488043580396,2249.58807588076,0.956440129810305
"24",24,"Alameda",37.8648,-122.3027,2017,12,16.4593714354839,33,1008.77103873239,0.0288342140655172,-1,0,15.3385962701613,71.7488043580396,2249.58807588076,1.20901980769126
"25",25,"Alameda",37.6545,-122.0315,2017,4,NA,52,995.215087532236,1.47383781172816,-1,0,18.3276692708334,71.7488043580396,2249.58807588076,1.45663425815448
"26",26,"Alameda",37.6545,-122.0315,2017,5,NA,50,991.738914153938,0.0662873620610044,-1,0,23.3123235887097,71.7488043580396,2249.58807588076,2.1984517252712
"27",27,"Alameda",37.6545,-122.0315,2017,6,NA,53,991.131427544138,0.225272153552053,-1,0,26.2102864583333,71.7488043580396,2249.58807588076,2.36169915078885
"28",28,"Alameda",37.6545,-122.0315,2017,7,NA,51,991.930159938504,0.00131761553822003,-1,0,29.5140309979838,71.7488043580396,2249.58807588076,2.22603315059077
"29",29,"Alameda",37.6545,-122.0315,2017,8,NA,70,990.934556883555,0.00781459019049899,-1,0,28.4504284274193,71.7488043580396,2249.58807588076,2.07518481111859
"30",30,"Alameda",37.6545,-122.0315,2017,9,NA,110,990.625188702638,0.150365857561079,-1,0,27.990234375,71.7488043580396,2249.58807588076,1.54112026760229
"31",31,"Alameda",37.6545,-122.0315,2017,10,NA,63,993.527624727237,0.159538057070177,-1,0,24.789201108871,71.7488043580396,2249.58807588076,0.304119224165326
